location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Gibraltar,2021-01-31,1,monthly,,,,,,25.0,31.0,26.0,39.0,36.0,34.0,89.0,0.0,,25.0,39.0,31.4,89.0
Gibraltar,2021-02-28,2,monthly,,,,,,26.0,30.0,22.0,29.0,26.0,27.0,,0.0,,22.0,30.0,26.6,
Gibraltar,2021-03-31,3,monthly,,,,,,22.0,23.0,17.0,25.0,27.0,24.0,,0.0,,17.0,27.0,22.8,
Gibraltar,2021-04-30,4,monthly,,,,,,21.0,20.0,13.0,28.0,22.0,21.0,,0.0,,13.0,28.0,20.8,
Gibraltar,2021-05-31,5,monthly,,,,,,19.0,17.0,28.0,27.0,15.0,12.0,,0.0,,15.0,28.0,21.2,
Gibraltar,2021-06-30,6,monthly,,,,,,19.0,22.0,23.0,21.0,17.0,16.0,,,,17.0,23.0,20.4,
Gibraltar,2021-07-31,7,monthly,,,,,,15.0,16.0,17.0,21.0,20.0,23.0,,,,15.0,21.0,17.8,
Gibraltar,2021-08-31,8,monthly,,,,,,22.0,18.0,24.0,23.0,21.0,22.0,,,,18.0,24.0,21.6,
Gibraltar,2021-09-30,9,monthly,,,,,,16.0,22.0,29.0,30.0,17.0,23.0,,,,16.0,30.0,22.8,
Gibraltar,2021-10-31,10,monthly,,,,,,19.0,23.0,27.0,22.0,21.0,25.0,,,,19.0,27.0,22.4,
Gibraltar,2021-11-30,11,monthly,,,,,,12.0,24.0,25.0,21.0,16.0,26.0,,,,12.0,25.0,19.6,
Gibraltar,2021-12-31,12,monthly,,,,,,25.0,25.0,35.0,28.0,30.0,17.0,,,,25.0,35.0,28.6,
